Class,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134
2,0.816920939,0.999627571,0.940521594,0.974593824,0.888976427,0.842895029,0.931785125,0.906230953,0.87774915,0.851553059,0.79462256,0.777804857,0.799382879,0.729674637,0.99184835,0.820395144,0.880458369,0.86909112,0.91260327,0.912381269,0.982311511,0.940303183,0.940521594,0.726259689,0.966075766,0.947457391,0.721016607,0.956115421,0.786322915,0.674714522,0.734777747,0.721016607,0.555404035,0.860211089,0.88662918,0.949039652,0.973431481,0.87774915,0.90394524,0.94723539,0.89506521,0.760331919,0.880458369,0.99184835,0.8717219,0.811877087,0.912381269,0.982311511,0.868869119,0.777586445,0.623387766,0.442405644,0.931785125,0.657678407,0.773186788,0.860211089,0.966075766,0.91260327,0.829131613,0.668846427,0.906230953,0.86043309,0.57206101,0.851553059,0.764528758,0.57206101,0.92991933,0.666196464,0.897494484,0.616454246,0.90394524,0.738332667,0.860211089,0.99184835,0.964773451,0.773408789,0.91474901,-0.167430466,0.721016607,0.983111881,-0.490293634,0.973431481,0.674714522,0.486225201,0.746990697,0.743295804,0.416209553,0.477707143,0.912381269,0.691969048,0.564284065,0.597615182,0.381355432,0.511997785,0.640642292,0.433525613,0.803140618,0.743514216,0.88640718,0.250818981,0.966075766,0.598916185,0.554806483,0.88640718,0.691969048,0.590480156,0.860211089,0.668846427,0.503233854,0.383571689,0.816698938,0.683232579,0.651086366,0.486225201,0.554806483,0.91260327,0.871940312,0.842895029,0.631905823,0.657678407,0.642428336,0.91260327,0.751813862,0.755648727,0.837431259,0.860211089,0.99184835,0.668846427,0.668624426,0.863203843,0.808040909,0.829131613
2,0.983111881,0.91474901,0.87774915,0.860211089,0.863203843,0.846167728,0.851553059,0.589097124,0.964773451,0.983330293,0.581600125,0.990969541,0.816698938,0.94882124,0.868869119,0.973653481,0.949039652,0.691969048,0.956115421,0.8717219,0.90372324,0.709005163,0.790502848,0.914530599,0.799160878,0.966075766,0.938799361,0.825356968,0.820395144,0.888976427,0.860211089,0.92991933,0.854685785,0.88640718,0.982311511,0.956115421,0.973431481,0.820395144,0.743295804,0.825356968,0.366317162,0.743295804,0.932003537,0.329185252,0.91474901,0.477259764,0.964773451,0.529429945,0.957557709,0.580579067,0.691969048,0.659966396,0.86909112,0.956115421,0.990747541,0.683232579,0.912381269,0.897494484,0.973431481,0.799382879,0.8717219,0.729674637,0.999627571,0.760550331,0.89506521,0.888976427,0.897494484,0.851553059,0.691969048,0.999627571,0.229154597,0.738332667,0.520549914,0.803140618,-0.864068876,0.99184835,-0.088842194,0.520515842,-1.406967655,0.120060529,0.16379468,0.808040909,0.9212613,0.674932933,0.263445238,0.949039652,0.726259689,0.760331919,0.974812236,0.790724849,0.93857736,0.86909112,0.931785125,0.738332667,0.837649671,0.88640718,0.957339297,0.89506521,0.811877087,0.949039652,0.86043309,0.880458369,0.906230953,0.966075766,0.820395144,0.794840972,0.90394524,0.897494484,0.89506521,0.868869119,0.999627571,0.947457391,0.999627571,0.91260327,0.990969541,0.666414876,0.89528721,0.990747541,0.768849976,0.834014998,-0.481993988,0.050352287,0.294109131,0.91260327,0.983111881,0.91474901,0.87774915,0.860211089,0.863203843,0.846167728,0.851553059,0.589097124
2,0.966075766,0.983111881,0.781844818,0.837649671,0.90394524,0.956115421,0.990747541,0.828913201,0.834236999,0.923267068,0.973431481,0.880458369,0.721016607,0.683450991,0.851553059,0.91260327,0.973431481,0.897494484,0.999627571,0.947457391,0.854685785,0.851553059,0.829131613,0.851553059,0.966075766,0.89528721,0.940521594,0.938799361,0.897712896,0.597615182,0.86909112,0.764306757,0.94882124,0.983330293,0.790724849,0.700487106,0.416209553,0.152273669,0.781844818,0.755870728,0.999627571,0.563324541,0.529207944,0.973653481,0.897712896,0.751813862,0.790724849,0.773186788,0.923267068,0.640642292,0.747212698,0.92991933,0.983330293,0.966075766,0.9212613,0.949039652,0.938799361,0.631905823,0.9212613,0.803359029,0.94723539,0.442405644,0.999627571,0.846167728,0.871940312,0.398893493,0.349281047,0.854685785,0.564284065,0.512216196,0.89528721,0.790502848,0.777586445,0.851553059,0.743295804,0.99184835,0.782066819,0.837649671,0.790724849,0.923267068,0.974812236,0.888976427,0.738332667,0.786104503,0.86909112,0.87774915,0.846167728,0.990747541,0.982311511,0.834236999,0.854904197,0.982311511,0.983330293,0.974593824,0.86043309,0.820613556,0.88640718,0.790724849,0.820395144,0.871940312,0.99184835,0.90394524,0.91474901,0.966075766,0.964773451,0.888976427,0.89506521,0.931785125,0.91260327,0.964773451,0.957557709,0.89506521,-0.327795309,0.134490579,0.297217141,0.906230953,0.966075766,0.983111881,0.781844818,0.837649671,0.90394524,0.956115421,0.990747541,0.828913201,0.834236999,0.923267068,0.973431481,0.880458369,0.721016607,0.683450991,0.851553059,0.91260327
2,0.982089511,0.834236999,0.846167728,0.923267068,0.90372324,0.88640718,0.914530599,0.957557709,0.974593824,0.860211089,0.966075766,0.906230953,0.931785125,0.947457391,0.834014998,0.94882124,0.897494484,0.91474901,0.9212613,0.851553059,0.974593824,0.923267068,0.923267068,0.91474901,0.712136577,0.964995451,0.889194838,0.983111881,0.897494484,0.956115421,0.912381269,0.91260327,0.990969541,0.91474901,0.982311511,0.91474901,0.99184835,0.983111881,0.983330293,0.99184835,0.956115421,0.89506521,0.947457391,0.974593824,0.88640718,0.982089511,0.983111881,0.829131613,0.914530599,0.940521594,0.999627571,0.999627571,0.842895029,0.837649671,0.834236999,0.999627571,0.999627571,0.820395144,0.956115421,0.973431481,0.966075766,0.999627571,0.947457391,0.999627571,0.974812236,0.947457391,0.999627571,0.863422254,0.91260327,0.966075766,0.860211089,0.923048656,0.999627571,0.95589342,0.888976427,0.957557709,0.964995451,0.966294178,0.983111881,0.92991933,0.851553059,0.974593824,0.990969541,0.834014998,0.923267068,0.974593824,0.89506521,0.983111881,0.99184835,0.949039652,0.964995451,0.90372324,0.983330293,0.973653481,0.93857736,0.999627571,0.974593824,0.949039652,0.923267068,0.991629939,0.93857736,0.897494484,0.854685785,0.964773451,0.860211089,0.91474901,0.88640718,0.89528721,0.769068388,0.931785125,0.906230953,0.88640718,0.888976427,0.871940312,0.983111881,0.982089511,0.666196464,-0.080184164,0.973431481,0.755870728,0.486225201,0.746990697,0.880458369,0.991629939,0.743514216,0.888976427,0.999627571,0.816920939,0.851553059,0.9212613,0.657678407,0.764528758
2,0.8717219,0.990747541,0.983111881,0.93857736,0.99184835,0.973653481,0.990969541,0.880458369,0.92991933,0.93857736,0.888976427,0.999627571,0.906012541,0.834014998,0.91260327,0.990969541,0.999627571,0.999627571,0.92991933,0.897494484,0.738332667,0.957557709,0.846167728,0.8717219,0.964773451,0.863422254,0.808040909,0.957339297,0.842673028,0.888976427,0.820395144,0.906012541,0.973431481,0.931785125,0.842895029,0.794840972,0.599138186,0.983330293,0.923267068,0.9212613,0.486225201,0.973431481,0.99184835,0.854685785,0.808040909,0.92991933,0.89528721,0.311647191,0.842895029,0.794840972,0.966075766,0.755870728,0.794840972,0.786104503,0.683450991,0.677504457,0.964773451,0.709005163,0.964773451,0.888976427,0.9212613,0.743514216,0.726041278,0.738332667,0.982089511,0.782066819,0.912381269,0.974593824,0.964773451,0.837649671,0.674714522,0.828913201,0.781844818,0.799382879,0.808040909,0.868869119,0.694820517,0.982311511,0.92991933,0.846167728,0.851553059,0.816920939,0.546288426,0.94723539,0.782066819,0.752032273,0.880458369,0.940303183,0.860211089,0.825578969,0.811877087,0.99184835,0.674714522,0.808040909,0.837649671,0.897494484,0.90372324,0.990969541,0.93857736,0.990969541,0.956115421,0.825356968,0.854685785,0.9212613,0.982311511,0.868869119,0.86909112,0.974593824,0.837649671,0.834236999,0.990747541,0.768849976,0.95589342,0.880239957,0.9212613,0.983330293,-0.413412706,0.035848237,0.604762205,0.88640718,0.8717219,0.990747541,0.983111881,0.93857736,0.99184835,0.973653481,0.990969541,0.880458369,0.92991933,0.93857736,0.888976427,0.999627571
2,0.982089511,0.88662918,0.95589342,0.983111881,0.964773451,0.957557709,0.949039652,0.914530599,0.957557709,0.88640718,0.966075766,0.940521594,0.982311511,0.964773451,0.956115421,0.90372324,0.990969541,0.880458369,0.888976427,0.966075766,0.90394524,0.90372324,0.990969541,0.923267068,0.999627571,0.91474901,0.991629939,0.990747541,0.964773451,0.956115421,0.9212613,0.851553059,0.947457391,0.880458369,0.863203843,0.982089511,0.94882124,0.931785125,0.92991933,0.9212613,0.9212613,0.90372324,0.91260327,0.973431481,0.974593824,0.854685785,0.811877087,0.91474901,0.947457391,0.834014998,0.851553059,0.947457391,0.846167728,0.743295804,0.871940312,0.880239957,0.90372324,0.755870728,0.790502848,0.9212613,0.906012541,0.912381269,0.686162487,0.668846427,0.868869119,0.8717219,0.589097124,0.726259689,0.829131613,0.700487106,0.828913201,0.9212613,0.88640718,0.90372324,0.86043309,0.973431481,0.89506521,0.957557709,0.974593824,0.834236999,0.860211089,0.983111881,0.906230953,0.8717219,0.790502848,0.546746005,0.633992306,0.546746005,0.529429945,0.88640718,0.717741632,0.254927181,0.074955917,0.332244933,0.64916035,0.686162487,0.538087975,0.651308366,0.91260327,0.834236999,0.88640718,0.752032273,0.828913201,0.91474901,0.674714522,0.99184835,0.694820517,0.781844818,0.89528721,0.982089511,0.974593824,0.91260327,0.825356968,0.842895029,0.91260327,0.860211089,0.957557709,0.726259689,0.683232579,0.640642292,0.837431259,0.842895029,0.912381269,0.982311511,0.93857736,0.973653481,0.871940312,0.777586445,0.880458369,0.040665276,0.308687181,0.523509924
2,0.940521594,0.816698938,0.374835219,0.964773451,0.607796216,0.974812236,0.803140618,0.738332667,0.906230953,0.991629939,0.846167728,0.834014998,0.808040909,0.803140618,0.897712896,0.956115421,0.657678407,0.764528758,0.773186788,0.782066819,0.760550331,0.834236999,0.632124235,0.837431259,0.720794607,0.572942095,0.91260327,0.349281047,0.790724849,0.409344272,0.024378198,0.89506521,0.751813862,0.589097124,0.990969541,0.477925555,0.773408789,0.746990697,0.599138186,0.932003537,0.79462256,0.769068388,0.983330293,0.668846427,0.416209553,0.623387766,0.99184835,0.34076299,0.564284065,0.686162487,0.983330293,0.563324541,0.280699765,0.503233854,0.18976877,0.966075766,0.709223575,0.117764616,0.302989161,0.372475402,0.799382879,-0.258995614,0.755870728,0.416209553,0.511891884,0.006593047,0.289217822,0.700487106,0.20730683,-0.585457912,0.433747614,0.023847573,-0.901781329,-1.996050792,-0.353349481,-0.344613012,0.974593824,0.633770306,-0.794138634,0.709223575,0.340544578,0.90372324,0.477707143,0.314990406,-0.149892405,0.914530599,0.349281047,0.555404035,0.18111074,0.860211089,0.049183333,0.760550331,0.949039652,0.938799361,0.880458369,0.294109131,0.764528758,0.469189086,0.289217822,0.982311511,-1.12536378,0.177827841,-0.585235911,-1.415704125,-1.15133787,0.015111104,-0.687519424,0.816698938,0.709005163,-0.846530815,0.512216196,-0.019179537,-0.410965308,0.888976427,0.829131613,0.477707143,-0.096278877,-0.149892405,0.633992306,0.860211089,0.237891066,0.956115421,0.651308366,0.442183643,0.768849976,0.555024895,0.92991933,0.991629939,0.88640718,0.328963251,0.709005163,0.657678407
2,0.93857736,0.983330293,0.964773451,0.790724849,0.999627571,0.93857736,0.982311511,0.880458369,0.931785125,0.956115421,0.726259689,0.888976427,0.1984268,0.460671028,0.964995451,0.95589342,0.990969541,0.938799361,0.923267068,0.906230953,0.957557709,0.668846427,0.691969048,0.956115421,0.956115421,0.773186788,0.964773451,0.957557709,0.666196464,0.888976427,0.503233854,0.520734254,0.799382879,0.808040909,0.86043309,0.546746005,0.966075766,-0.353349481,0.685940486,0.914530599,0.726259689,0.120060529,0.87774915,0.625112276,0.597615182,0.717741632,0.726041278,0.424867583,0.95589342,0.726041278,0.834014998,0.94882124,0.91474901,0.460671028,0.947457391,0.738332667,0.694820517,0.957557709,0.71752322,0.769068388,0.999627571,0.651308366,0.846167728,0.477707143,-0.803018665,0.434898445,-0.654944152,-1.141378994,-0.236916706,0.947457391,0.172230709,-0.353349481,0.023629161,0.666196464,0.773186788,0.86909112,0.90372324,0.64042388,0.89506521,0.773186788,0.854685785,0.906230953,0.837431259,0.90372324,0.738332667,0.87774915,0.851553059,0.990969541,0.842895029,0.990969541,0.973431481,0.888976427,0.931785125,0.982089511,0.947457391,0.982311511,0.983330293,0.88640718,0.949039652,0.931785125,0.973653481,0.983330293,0.842895029,0.90372324,0.811877087,0.846167728,0.94882124,0.923267068,0.947457391,0.863422254,0.89506521,-0.550575271,-0.016469944,0.421981573,0.982311511,0.93857736,0.983330293,0.964773451,0.790724849,0.999627571,0.93857736,0.982311511,0.880458369,0.931785125,0.956115421,0.726259689,0.888976427,0.1984268,0.460671028,0.964995451,0.95589342,0.990969541
2,0.880458369,0.966075766,0.938799361,0.820613556,0.825578969,0.89506521,0.931785125,0.906230953,0.930141331,0.829131613,0.91260327,0.781844818,0.931785125,0.957557709,0.9212613,0.974593824,0.973431481,0.880458369,0.938799361,0.773186788,0.91474901,0.973431481,0.837431259,0.973431481,0.982311511,0.93857736,0.674714522,0.860211089,0.964773451,0.87774915,0.88640718,0.931785125,0.93857736,0.760331919,0.95589342,0.947457391,0.964773451,0.863203843,0.990969541,0.743514216,0.712358578,0.923267068,0.949039652,0.973653481,0.851553059,0.837649671,0.91260327,0.89506521,0.931785125,0.966075766,0.966075766,0.89506521,0.443416502,0.64916035,0.337843282,0.572942095,0.720794607,0.657678407,0.834236999,0.825578969,0.755648727,0.712358578,0.897494484,0.820613556,0.947457391,0.683450991,0.743295804,0.906012541,0.880458369,0.92991933,0.760550331,0.846167728,0.940303183,0.982311511,0.906230953,0.808040909,0.668624426,0.973653481,0.863422254,0.726041278,0.99184835,0.949039652,0.485917794,0.91260327,0.889194838,0.85177506,0.825356968,0.91260327,0.712136577,0.89528721,0.477925555,0.773408789,0.91474901,0.94723539,0.888976427,0.947457391,0.842895029,0.811877087,0.897494484,0.726259689,0.777586445,0.931785125,0.794840972,0.999627571,0.982311511,0.659966396,0.949039652,0.923267068,0.790724849,0.897712896,0.8717219,0.9212613,0.93857736,0.747212698,0.897712896,0.85177506,0.949039652,0.966075766,0.93857736,-0.293504667,0.143222609,0.688974497,0.88640718,0.880458369,0.966075766,0.938799361,0.820613556,0.825578969,0.89506521,0.931785125,0.906230953,0.930141331
2,0.99184835,0.803359029,0.974593824,0.93857736,0.990969541,0.966075766,0.9212613,0.956115421,0.940521594,0.999627571,0.931785125,0.990969541,0.87774915,0.966075766,0.94723539,0.89506521,0.94882124,0.88640718,0.964773451,0.803359029,0.923267068,0.897494484,0.834236999,0.803359029,0.949039652,0.982311511,0.931785125,0.642428336,0.777586445,0.712358578,0.837649671,0.923267068,0.863203843,0.9212613,0.99184835,0.88640718,0.842895029,0.90372324,0.957557709,0.973653481,0.786322915,0.777586445,0.897494484,0.931785125,0.87774915,0.906230953,0.90394524,0.320305221,0.825356968,0.930141331,0.851553059,-0.097722225,0.623387766,0.825578969,-0.456002993,0.451934559,0.729674637,0.760550331,0.668624426,0.897494484,0.23328092,0.631905823,0.777586445,0.677282456,0.854685785,0.581600125,0.357799105,0.888976427,0.94882124,0.752032273,0.694820517,0.846167728,0.520771915,0.90394524,0.95589342,0.820395144,0.340544578,0.154914649,-0.48089555,-0.987398726,0.366535574,0.91260327,0.280699765,-1.072971598,-0.994605327,-0.516066218,0.755870728,0.546288426,0.511997785,0.434898445,0.880458369,0.940303183,0.90372324,0.816920939,0.786322915,0.87774915,0.794840972,0.660188397,0.555024895,0.442405644,0.846167728,0.834236999,0.625112276,0.794840972,0.938799361,0.9212613,0.511997785,0.816698938,0.786104503,0.868869119,0.851553059,0.837431259,0.89506521,0.897494484,0.982089511,0.799382879,0.709005163,0.781844818,0.906230953,0.923048656,0.834014998,0.86909112,0.990969541,0.829131613,-0.713292008,-0.219600646,0.450841673,0.85177506,0.99184835,0.803359029,0.974593824,0.93857736
2,0.92991933,0.888976427,0.966075766,0.712358578,0.974812236,0.816920939,0.906230953,0.964773451,0.825578969,0.803359029,0.90372324,0.8717219,0.829131613,0.834236999,0.91474901,0.529429945,0.486225201,0.729674637,0.829131613,0.642650336,0.87774915,0.93857736,0.726259689,0.957557709,0.666196464,0.94882124,0.931785125,0.88640718,0.860211089,0.764528758,0.999627571,0.769068388,0.746990697,0.947457391,0.99184835,0.966075766,0.982311511,0.92991933,0.511997785,0.999627571,0.956115421,0.966075766,0.90372324,0.897494484,0.799382879,0.563542952,0.23328092,0.747212698,0.851553059,0.631905823,0.949039652,0.777586445,0.974812236,0.863203843,0.721016607,0.794840972,0.9212613,0.755870728,0.92991933,0.808040909,0.956115421,-0.096278877,0.949039652,0.538087975,0.651308366,0.18976877,0.614869708,-0.89304486,-0.890042966,0.340544578,0.87774915,0.486443612,0.597615182,0.041694257,0.146256619,-0.079024351,0.966075766,0.88640718,0.91260327,0.721016607,0.460671028,0.829131613,0.555626035,0.786104503,0.743514216,0.89528721,0.598916185,0.956115421,0.786104503,0.957557709,0.434898445,0.633770306,0.355381343,0.503233854,0.674932933,0.494743258,0.871940312,0.837649671,0.897494484,0.897494484,0.450841673,0.825578969,-0.707114333,-0.687301013,0.888976427,-0.271770827,-0.16486016,0.863422254,0.314771994,0.834014998,0.940303183,0.485917794,0.803359029,0.538087975,0.366535574,0.442405644,0.625112276,0.417643918,0.956115421,0.863422254,0.538087975,0.820395144,0.829131613,0.834236999,0.956115421,0.751813862,0.860211089,0.89506521,0.64042388,0.940521594,0.799382879,0.91260327
2,0.949039652,0.931785125,0.686162487,0.871940312,0.854685785,0.88640718,0.9212613,0.888976427,0.990969541,0.982089511,0.956115421,0.94882124,0.983330293,0.947457391,0.912381269,0.914530599,0.931785125,0.95589342,0.938799361,0.92991933,0.91474901,0.923267068,0.9212613,0.923267068,0.816920939,0.974812236,0.914530599,0.990747541,0.90394524,0.974812236,0.8717219,0.973431481,0.982311511,0.999627571,0.851553059,0.888976427,0.999627571,0.897494484,0.912381269,0.923267068,0.956115421,0.938799361,0.974812236,0.92991933,0.914530599,0.92991933,0.923267068,0.923267068,0.88640718,0.990969541,0.990969541,0.897712896,0.89528721,0.91474901,0.964773451,0.949039652,0.834236999,0.811877087,0.973431481,0.964773451,0.88640718,0.734559335,0.712136577,0.983330293,0.897494484,0.964773451,0.964773451,0.964773451,0.906012541,0.87774915,0.957557709,0.964773451,0.906012541,0.93857736,0.92991933,0.8717219,0.990747541,0.799382879,0.683450991,0.90394524,0.947457391,0.990747541,0.940303183,0.93857736,0.816920939,0.691969048,0.90372324,0.89528721,0.880458369,0.964773451,0.92991933,0.966075766,0.983330293,0.974593824,0.982311511,0.973431481,0.91474901,0.973653481,0.974812236,0.947457391,0.93857736,0.880458369,0.947457391,0.71752322,0.755648727,0.923267068,0.982311511,0.923267068,0.91260327,0.877527149,0.803140618,0.703478547,0.863203843,0.964773451,0.906230953,0.957557709,0.721016607,0.383571689,0.485917794,0.863203843,0.375053631,-1.003263357,0.700487106,0.237891066,0.906012541,0.90372324,0.871940312,0.999627571,0.990969541,0.751813862,0.888976427,0.868869119
2,0.966075766,0.923267068,0.923267068,0.949039652,0.91260327,0.947457391,0.973431481,0.966075766,0.983330293,0.938799361,0.94723539,0.964995451,0.940521594,0.923267068,0.99184835,0.983111881,0.973431481,0.983111881,0.990747541,0.973653481,0.94723539,0.956115421,0.897494484,0.931785125,0.99184835,0.990969541,0.9212613,0.990747541,0.973653481,0.974812236,0.982311511,0.999627571,0.973431481,0.983111881,0.983330293,0.957557709,0.982311511,0.964773451,0.990969541,0.990969541,0.940521594,0.94882124,0.982089511,0.842895029,0.93857736,0.897494484,0.999627571,0.734777747,0.837649671,0.703700548,0.538087975,0.720794607,0.837431259,0.49496167,0.999627571,0.86909112,0.973431481,0.999627571,0.91260327,0.88640718,0.803359029,0.888976427,0.957557709,0.956115421,0.906012541,0.863422254,0.923267068,0.947457391,0.781844818,0.825578969,0.956115421,0.863422254,0.863203843,0.949039652,0.860211089,0.842895029,0.94882124,0.990969541,0.89506521,0.851553059,0.786104503,0.726259689,0.99184835,0.982311511,0.949039652,0.93857736,0.86043309,0.860211089,0.974593824,0.871940312,0.914530599,0.949039652,0.931785125,0.931785125,0.982089511,0.860211089,0.86043309,0.87774915,0.990747541,0.974593824,0.9212613,0.931785125,0.999627571,0.949039652,0.94882124,0.99184835,0.990969541,0.990747541,0.957557709,-0.20788727,0.166384689,0.552592025,0.956115421,0.966075766,0.923267068,0.923267068,0.949039652,0.91260327,0.947457391,0.973431481,0.966075766,0.983330293,0.938799361,0.94723539,0.964995451,0.940521594,0.923267068,0.99184835,0.983111881,0.973431481,0.983111881,0.990747541
2,0.974593824,0.906230953,0.956115421,0.957557709,0.9212613,0.828913201,0.9212613,0.983330293,0.956115421,0.931785125,0.808040909,0.999627571,0.990747541,0.897494484,0.956115421,0.982311511,0.999627571,0.966075766,0.964773451,0.888976427,0.90372324,0.888976427,0.90394524,0.999627571,0.923267068,0.9212613,0.983330293,0.99184835,0.973653481,0.966294178,0.947457391,0.973431481,0.90394524,0.794840972,0.9212613,0.973653481,0.940521594,0.851553059,0.947457391,0.828913201,0.973431481,0.966075766,0.982089511,0.846167728,0.947457391,0.90394524,0.803359029,0.999627571,0.89506521,0.956115421,0.92991933,0.949039652,0.990969541,0.91474901,0.991629939,0.93857736,0.88640718,0.906012541,0.964773451,0.949039652,0.938799361,0.983330293,0.990969541,0.982089511,0.931785125,0.947457391,0.769068388,0.964773451,0.834236999,0.666414876,0.738554668,0.860211089,0.816698938,0.86043309,0.503479727,0.712136577,0.825578969,0.503479727,0.990969541,0.729674637,0.974812236,0.846167728,0.940303183,0.854685785,0.790502848,0.940303183,0.906012541,0.834014998,0.92991933,0.880239957,0.990747541,0.966075766,0.846167728,0.931785125,0.851553059,0.614651297,0.729452637,0.86909112,0.820395144,0.990969541,0.781844818,0.773186788,0.860211089,0.426161976,0.477037763,0.332026521,0.625112276,0.851553059,0.854685785,0.947457391,0.786322915,0.842895029,0.726259689,0.964995451,0.842673028,0.999627571,0.897494484,0.9212613,0.931785125,0.860211089,0.938799361,0.734777747,0.999627571,0.851553059,0.888976427,0.9212613,0.860211089,0.888976427,0.983111881,0.983330293,0.973431481,0.991629939
2,0.91474901,0.734777747,0.89528721,0.983330293,0.973653481,0.982089511,0.91474901,0.940303183,0.91474901,0.625112276,0.966075766,0.743295804,0.88640718,0.91260327,0.871940312,0.957557709,0.485917794,0.64916035,0.964773451,0.768849976,0.949039652,0.659966396,0.92991933,0.657678407,0.546968005,0.777804857,0.683232579,0.91260327,0.949039652,0.816698938,0.726259689,0.799382879,0.91474901,0.773408789,0.868869119,0.580579067,0.931785125,0.964773451,0.263445238,0.22462289,0.803359029,0.623387766,0.276793071,0.503233854,0.503479727,0.468379734,0.631905823,0.529033899,-0.359017129,0.229154597,0.229373009,0.154914649,0.88640718,0.931785125,0.511997785,0.717741632,0.137598589,0.691969048,0.683450991,0.964773451,0.9212613,0.90394524,0.897494484,0.799160878,0.854685785,0.974593824,0.897494484,0.738332667,0.87774915,0.923267068,0.786322915,0.966075766,-0.254232766,-0.130569518,-0.080406165,0.983111881,0.816698938,0.520515842,0.834236999,0.332244933,0.625334276,0.957557709,0.289436234,0.738554668,0.781844818,0.426380387,0.590480156,0.863422254,0.940303183,0.729674637,0.726259689,0.686162487,0.91474901,0.871940312,0.842895029,0.974593824,0.580579067,0.555626035,0.877527149,0.194863956,0.20708483,0.666196464,0.973431481,0.957557709,0.89528721,0.825356968,0.729674637,0.546288426,0.825578969,0.808040909,0.743514216,0.906012541,0.808040909,0.709005163,0.834014998,0.86909112,0.794840972,0.923267068,-0.816163932,-0.257414777,0.288411111,0.651308366,0.91474901,0.734777747,0.89528721,0.983330293,0.973653481,0.982089511,0.91474901,0.940303183,0.91474901,0.625112276
2,0.966075766,0.92991933,0.820395144,0.957557709,0.956115421,0.89506521,0.93857736,0.983111881,0.9212613,0.999627571,0.983330293,0.982311511,0.983330293,0.906012541,0.868869119,0.966075766,0.973653481,0.973431481,0.837649671,0.940303183,0.990747541,0.957339297,0.95589342,0.999627571,0.90394524,0.88640718,0.966075766,0.91474901,0.94882124,0.966294178,0.991629939,0.973431481,0.9212613,0.956115421,0.940521594,0.999627571,0.966075766,0.983111881,0.983330293,0.90394524,0.964773451,0.90372324,0.8717219,0.956115421,0.940521594,0.94882124,0.825356968,0.966075766,0.956115421,0.89506521,0.999627571,0.949039652,0.991629939,0.966075766,0.940521594,0.769068388,0.88640718,0.938799361,0.92991933,0.888976427,0.93857736,0.79462256,0.956115421,0.888976427,0.877527149,0.991629939,0.973431481,0.842895029,0.974593824,0.974812236,0.956115421,0.982311511,0.983330293,0.982311511,0.888976427,0.743514216,0.828913201,0.703478547,0.89506521,0.947457391,0.668846427,0.607574215,0.956115421,0.546288426,0.956115421,0.990969541,0.786104503,0.88640718,0.990747541,0.87774915,0.931785125,0.820395144,0.931785125,0.966294178,0.79462256,0.947457391,0.746990697,0.99184835,0.825578969,0.829131613,0.957557709,0.851553059,0.811877087,0.89528721,0.632124235,0.9212613,0.974593824,0.842895029,0.773186788,0.851553059,0.633992306,0.781844818,0.734777747,0.834236999,0.683450991,0.999627571,0.956115421,0.709005163,0.863422254,0.983111881,0.999627571,0.854685785,0.974812236,0.974593824,0.89506521,0.816920939,0.906230953,0.964773451,0.982311511,0.983330293,0.8717219,0.816698938
2,0.999627571,0.941832065,0.735651394,0.59447617,0.996075559,0.831534142,0.844893036,0.881113604,0.908829257,0.963891649,0.848570257,0.961221438,0.608018217,0.797461913,0.987861531,0.837649671,0.930911478,0.570722088,0.795933031,0.853551066,0.90841507,0.873087134,0.748319274,0.931785125,0.927921323,0.990974703,0.967386237,0.762079213,0.644204342,0.989008998,0.904611243,0.798117148,0.758978739,0.90208113,0.982533512,0.82367132,0.91343854,0.716354591,0.714465456,0.776516799,0.941832065,0.76519476,0.735651394,0.925035313,0.948567395,0.997090232,0.89574719,0.949677398,0.956028827,0.677504457,0.907719253,0.584073655,0.745698333,0.974157,0.865095106,0.958649768,0.835465553,0.460609707,0.792278854,0.750320709,0.78064421,0.94434938,0.691268505,0.876861147,0.921519774,0.237891066,0.599799299,0.955373592,0.90660925,0.398449492,0.890181193,0.987698528,0.051367451,0.306097172,0.873531135,0.594994241,0.931473336,0.734558654,0.995779761,0.423104211,0.248154972,0.885963178,0.846822963,0.599799299,0.978306823,0.30543117,0.878929487,0.845075669,0.779770563,0.719018601,0.964995451,0.740893275,0.882860898,0.652196369,0.617053826,0.904833243,0.947679392,0.512779887,0.619237943,0.973653481,0.267813473,0.494797825,0.565172068,0.968915119,0.657896819,0.717908597,0.607006886,0.850221054,0.689270498,0.748756097,0.885741177,-0.292194197,0.161722673,0.692230508,0.999627571,0.999627571,0.941832065,0.735651394,0.59447617,0.996075559,0.831534142,0.844893036,0.881113604,0.908829257,0.963891649,0.848570257,0.961221438,0.608018217,0.797461913,0.987861531,0.837649671,0.930911478
